time,open,high,low,close,vol
1616529600000,0.17144,0.17232,0.15777,0.15807,230304901
1616544000000,0.15807,0.17851,0.15737,0.17179,289045794
1616558400000,0.17195,0.19900,0.17070,0.19286,413194289
1616572800000,0.19284,0.19900,0.18441,0.19532,424619095
1616587200000,0.19532,0.22067,0.19500,0.20704,813074472
1616601600000,0.20704,0.21305,0.19117,0.19579,478937363
1616616000000,0.19589,0.20355,0.17304,0.19889,519473264
1616630400000,0.19847,0.20222,0.17986,0.18816,402354330
1616644800000,0.18818,0.20074,0.18411,0.19091,295703019
1616659200000,0.19100,0.19670,0.18062,0.18107,266385565
1616673600000,0.18108,0.18343,0.16741,0.17088,493502546
1616688000000,0.17082,0.18131,0.16608,0.17993,262444394
1616702400000,0.17986,0.18943,0.17360,0.17892,236699211
1616716800000,0.17912,0.18667,0.17811,0.18355,135153778
1616731200000,0.18355,0.19350,0.17750,0.19238,156141096
1616745600000,0.19263,0.19555,0.18093,0.18294,224741254
1616760000000,0.18285,0.19007,0.18172,0.18521,145157261
1616774400000,0.18511,0.19118,0.17868,0.18178,154385562
1616788800000,0.18176,0.18353,0.17515,0.18116,146816009
1616803200000,0.18116,0.18216,0.17711,0.18175,108254909
1616817600000,0.18178,0.18900,0.17950,0.18252,137739321
1616832000000,0.18252,0.18274,0.17113,0.17300,193832901
1616846400000,0.17303,0.17723,0.16832,0.17432,169530441
1616860800000,0.17438,0.17729,0.17111,0.17393,111892148
1616875200000,0.17405,0.17531,0.16347,0.16459,138535924
1616889600000,0.16457,0.17303,0.16056,0.16646,177966729
1616904000000,0.16646,0.17712,0.16646,0.17709,149694861
1616918400000,0.17710,0.19066,0.17591,0.18383,249172019
1616932800000,0.18375,0.18737,0.17700,0.18569,158061001
1616947200000,0.18574,0.20364,0.18151,0.19659,320035235
1616961600000,0.19640,0.21117,0.19058,0.20399,299492646
1616976000000,0.20396,0.21999,0.19890,0.20701,291533188
1616990400000,0.20713,0.22405,0.20249,0.22194,265752382
1617004800000,0.22182,0.22450,0.20902,0.20985,262953623
1617019200000,0.20996,0.21061,0.19522,0.19914,259997822
1617033600000,0.19917,0.20357,0.19525,0.19651,186288828
1617048000000,0.19664,0.20577,0.19375,0.20040,148422729
1617062400000,0.20040,0.20227,0.19206,0.20122,149929212
1617076800000,0.20117,0.20500,0.19095,0.19427,156040076
1617091200000,0.19436,0.19862,0.19241,0.19688,128005887
1617105600000,0.19672,0.19723,0.19104,0.19168,96158245
1617120000000,0.19165,0.19286,0.18804,0.18869,105840135
1617134400000,0.18864,0.19961,0.18600,0.19046,157283075
1617148800000,0.19046,0.19131,0.18222,0.18416,109506750
1617163200000,0.18408,0.18930,0.18215,0.18352,103495637
1617177600000,0.18373,0.18401,0.16810,0.18242,202428966
1617192000000,0.18242,0.18917,0.18028,0.18251,92129879
1617206400000,0.18261,0.18465,0.17820,0.18009,70469921
1617220800000,0.18004,0.18202,0.17633,0.17693,48714072
1617235200000,0.17693,0.18323,0.17693,0.18207,35017794
1617249600000,0.18195,0.19679,0.18020,0.18986,142375866
1617264000000,0.19001,0.19630,0.18072,0.18363,103496076
1617278400000,0.18363,0.18540,0.17903,0.18151,53915317
1617292800000,0.18152,0.18262,0.17262,0.17662,74156271
1617307200000,0.17662,0.18613,0.17412,0.17768,126209350
1617321600000,0.17776,0.17950,0.17061,0.17249,55836908
1617336000000,0.17248,0.17786,0.17207,0.17484,45689928
1617350400000,0.17475,0.17793,0.17450,0.17600,39419318
1617364800000,0.17601,0.17648,0.17187,0.17204,53379339
1617379200000,0.17217,0.17575,0.16800,0.16900,69649783
1617393600000,0.16905,0.17241,0.16651,0.16969,66156849
1617408000000,0.16972,0.17825,0.16881,0.17475,72171927
1617422400000,0.17476,0.18125,0.17281,0.17311,83647604
1617436800000,0.17311,0.17580,0.17009,0.17131,61883074
1617451200000,0.17126,0.17201,0.16800,0.16805,53450350
1617465600000,0.16805,0.16872,0.14461,0.16181,340316146
1617480000000,0.16183,0.16193,0.14976,0.15193,124688122
1617494400000,0.15184,0.17073,0.14862,0.16741,144399011
1617508800000,0.16742,0.16824,0.15617,0.15847,70884347
1617523200000,0.15848,0.16553,0.15667,0.16001,82975061
1617537600000,0.15995,0.16225,0.15816,0.15873,59821042
1617552000000,0.15878,0.16480,0.15700,0.15983,86804886
1617566400000,0.15965,0.16350,0.15755,0.15915,46452767
1617580800000,0.15916,0.15944,0.15229,0.15490,63313975
1617595200000,0.15494,0.15614,0.15043,0.15235,55849875
1617609600000,0.15241,0.15730,0.15100,0.15642,68296516
1617624000000,0.15651,0.16980,0.15560,0.16118,203815617
1617638400000,0.16118,0.16346,0.15528,0.15842,94496400
1617652800000,0.15857,0.16732,0.15100,0.15495,84443893
1617667200000,0.15495,0.16000,0.15434,0.15467,47306019
1617681600000,0.15470,0.15955,0.15336,0.15421,73282155
1617696000000,0.15433,0.15688,0.15000,0.15195,72828830
1617710400000,0.15193,0.15287,0.13219,0.14224,262342634
1617724800000,0.14224,0.14593,0.14087,0.14184,91422247
1617739200000,0.14185,0.14968,0.13817,0.14520,84984959
1617753600000,0.14532,0.14608,0.14017,0.14119,66038534
1617768000000,0.14116,0.14194,0.13232,0.13433,97196340
1617782400000,0.13449,0.13846,0.11811,0.12704,197011729
1617796800000,0.12689,0.16632,0.12279,0.15911,532596070
