time,open,high,low,close,vol
1618824600000,0.13319,0.13517,0.13129,0.13135,6757642
1618826400000,0.13137,0.13172,0.12605,0.12760,19101921
1618828200000,0.12759,0.12950,0.12300,0.12624,17470838
1618830000000,0.12625,0.12831,0.12515,0.12640,11739093
1618831800000,0.12640,0.12901,0.12594,0.12830,7698050
1618833600000,0.12829,0.13060,0.12711,0.12771,13328871
1618835400000,0.12772,0.12873,0.12527,0.12556,10658434
1618837200000,0.12562,0.12729,0.12210,0.12241,18311204
1618839000000,0.12241,0.12645,0.12241,0.12538,10741581
1618840800000,0.12536,0.12536,0.12036,0.12055,9958682
1618842600000,0.12055,0.12212,0.11640,0.11896,22949850
1618844400000,0.11891,0.11891,0.11417,0.11790,30078730
1618846200000,0.11791,0.11793,0.11256,0.11278,21212323
1618848000000,0.11282,0.11978,0.11190,0.11891,18850042
1618849800000,0.11892,0.11943,0.11463,0.11574,16364538
1618851600000,0.11584,0.12256,0.11470,0.12087,21514967
1618853400000,0.12087,0.12087,0.11807,0.12023,12189278
1618855200000,0.12027,0.12219,0.12000,0.12142,8900537
1618857000000,0.12144,0.12624,0.12108,0.12487,38826476
1618858800000,0.12482,0.12725,0.12368,0.12387,36088222
1618860600000,0.12398,0.12500,0.12220,0.12448,16604885
1618862400000,0.12435,0.12435,0.12214,0.12274,7220402
1618864200000,0.12276,0.12425,0.12266,0.12341,5352712
1618866000000,0.12349,0.12598,0.12163,0.12179,8694010
1618867800000,0.12179,0.12337,0.12141,0.12177,10444515
1618869600000,0.12176,0.12193,0.11847,0.11918,11120459
1618871400000,0.11918,0.12043,0.11690,0.11707,11274765
1618873200000,0.11697,0.11830,0.11476,0.11476,11209565
1618875000000,0.11483,0.11807,0.11450,0.11582,12615649
1618876800000,0.11584,0.11694,0.11151,0.11169,21276341
1618878600000,0.11171,0.11299,0.10504,0.10957,27753302
1618880400000,0.10957,0.11399,0.10911,0.11274,15408479
1618882200000,0.11262,0.11369,0.10870,0.10991,22345144
1618884000000,0.10997,0.11070,0.10650,0.10755,9261430
1618885800000,0.10754,0.11113,0.10569,0.11094,9183528
1618887600000,0.11087,0.11105,0.10921,0.10978,4214408
1618889400000,0.10977,0.11174,0.10964,0.11042,4817209
1618891200000,0.11041,0.11184,0.10967,0.11103,5410553
1618893000000,0.11098,0.11574,0.11091,0.11541,14238916
1618894800000,0.11528,0.11702,0.11248,0.11323,11681683
1618896600000,0.11328,0.11421,0.11166,0.11238,6669004
1618898400000,0.11238,0.11328,0.10954,0.10964,8746389
1618900200000,0.10979,0.11065,0.10634,0.10740,11560015
1618902000000,0.10739,0.10886,0.10560,0.10783,16022751
1618903800000,0.10780,0.10989,0.10607,0.10975,11021960
1618905600000,0.10975,0.11341,0.10923,0.11209,9921702
1618907400000,0.11203,0.11351,0.11039,0.11324,8805064
1618909200000,0.11320,0.12261,0.11267,0.11791,47743482
1618911000000,0.11790,0.11856,0.11482,0.11677,14232871
1618912800000,0.11676,0.12068,0.11550,0.12009,18622995
1618914600000,0.12016,0.12166,0.11856,0.11943,17251317
1618916400000,0.11940,0.12047,0.11576,0.11643,20502965
1618918200000,0.11634,0.11900,0.11595,0.11873,17115479
1618920000000,0.11873,0.11917,0.11634,0.11693,11658931
1618921800000,0.11695,0.11939,0.11695,0.11741,9838045
1618923600000,0.11742,0.11884,0.11699,0.11818,8393197
1618925400000,0.11814,0.12082,0.11741,0.12042,11150849
1618927200000,0.12043,0.12146,0.11781,0.11858,9813546
1618929000000,0.11850,0.11850,0.11356,0.11416,14747551
1618930800000,0.11411,0.11720,0.11395,0.11454,17476758
1618932600000,0.11450,0.11769,0.11386,0.11738,6220766
1618934400000,0.11742,0.11817,0.11526,0.11673,10359250
1618936200000,0.11669,0.11781,0.11469,0.11781,7430557
1618938000000,0.11781,0.12119,0.11728,0.12045,12555368
1618939800000,0.12040,0.12511,0.11836,0.12360,28105496
1618941600000,0.12360,0.12405,0.12158,0.12269,11498782
1618943400000,0.12272,0.12278,0.12072,0.12210,7408939
1618945200000,0.12213,0.12285,0.12127,0.12266,6173931
1618947000000,0.12263,0.12422,0.12230,0.12365,8341326
1618948800000,0.12366,0.12379,0.12164,0.12316,6702910
1618950600000,0.12306,0.12374,0.12149,0.12176,4443323
1618952400000,0.12181,0.12188,0.11780,0.11841,8792421
1618954200000,0.11833,0.12045,0.11746,0.12004,14621256
1618956000000,0.12006,0.12090,0.11855,0.11895,5901982
1618957800000,0.11897,0.11984,0.11704,0.11853,6309162
1618959600000,0.11853,0.12038,0.11786,0.11961,6396142
1618961400000,0.11961,0.12019,0.11820,0.11980,3824778
1618963200000,0.11986,0.12354,0.11955,0.12346,7769351
1618965000000,0.12345,0.12410,0.11741,0.11784,9510335
1618966800000,0.11785,0.11985,0.11682,0.11971,8951010
1618968600000,0.11957,0.12215,0.11946,0.12064,7189339
1618970400000,0.12069,0.12113,0.11959,0.12112,4191177
1618972200000,0.12113,0.12271,0.12110,0.12202,5616410
1618974000000,0.12194,0.12249,0.11964,0.12021,3505018
1618975800000,0.12023,0.12116,0.11820,0.11826,6607576
1618977600000,0.11828,0.11930,0.11700,0.11766,9578765
1618979400000,0.11766,0.11897,0.11764,0.11826,4202458
1618981200000,0.11818,0.11886,0.11700,0.11761,6358448
1618983000000,0.11756,0.11849,0.11609,0.11783,7277643
1618984800000,0.11782,0.11806,0.11579,0.11687,9056770
1618986600000,0.11690,0.11854,0.11667,0.11803,4700919
1618988400000,0.11812,0.11841,0.11637,0.11745,4284236
1618990200000,0.11746,0.11798,0.11680,0.11757,5726136
1618992000000,0.11761,0.12126,0.11677,0.12063,11894089
1618993800000,0.12054,0.12061,0.11806,0.11922,6825427
1618995600000,0.11920,0.12030,0.11764,0.12009,6283025
1618997400000,0.12012,0.12123,0.11843,0.11869,10096823
1618999200000,0.11867,0.11935,0.11734,0.11736,7611258
1619001000000,0.11742,0.11742,0.11500,0.11500,7118157
1619002800000,0.11501,0.11654,0.11343,0.11430,7822535
1619004600000,0.11424,0.11506,0.11311,0.11461,6152561
1619006400000,0.11460,0.11842,0.11352,0.11812,9315442
1619008200000,0.11807,0.11955,0.11760,0.11866,5443200
1619010000000,0.11866,0.11941,0.11752,0.11875,4365857
1619011800000,0.11874,0.11980,0.11860,0.11957,3769186
1619013600000,0.11958,0.12091,0.11897,0.12006,5522432
1619015400000,0.12007,0.12119,0.11965,0.12010,4837098
1619017200000,0.12009,0.12236,0.11932,0.12212,5598935
1619019000000,0.12213,0.12220,0.12078,0.12167,5913132
1619020800000,0.12167,0.12405,0.12143,0.12331,8758931
1619022600000,0.12314,0.12380,0.12068,0.12130,6331261
1619024400000,0.12128,0.12400,0.12105,0.12348,6334561
1619026200000,0.12350,0.12366,0.12022,0.12081,7861314
1619028000000,0.12089,0.12166,0.11999,0.12060,4736432
1619029800000,0.12053,0.12197,0.11964,0.12170,4743447
1619031600000,0.12170,0.12500,0.12143,0.12438,6946294
1619033400000,0.12436,0.12549,0.12367,0.12454,6191100
1619035200000,0.12454,0.12472,0.11975,0.12060,9505513
1619037000000,0.12069,0.12226,0.11865,0.11909,8086808
1619038800000,0.11913,0.11957,0.11770,0.11852,4718590
1619040600000,0.11853,0.11979,0.11769,0.11775,3775001
1619042400000,0.11775,0.11891,0.11664,0.11687,6785745
1619044200000,0.11683,0.11695,0.11400,0.11490,10029836
1619046000000,0.11493,0.11613,0.11358,0.11447,8034024
1619047800000,0.11446,0.11633,0.11392,0.11439,4955941
1619049600000,0.11440,0.11584,0.11137,0.11357,13935700
1619051400000,0.11357,0.11494,0.11323,0.11472,5606498
