time,open,high,low,close,vol
1617735600000,0.14211,0.14319,0.14087,0.14184,18061731
1617739200000,0.14185,0.14235,0.13850,0.14032,17968838
1617742800000,0.14032,0.14232,0.13817,0.14137,18012479
1617746400000,0.14128,0.14384,0.13930,0.14292,16648345
1617750000000,0.14299,0.14968,0.14255,0.14520,32355297
1617753600000,0.14532,0.14608,0.14097,0.14169,21660648
1617757200000,0.14177,0.14254,0.14058,0.14207,16741110
1617760800000,0.14214,0.14229,0.14026,0.14091,10584868
1617764400000,0.14100,0.14300,0.14017,0.14119,17051908
1617768000000,0.14116,0.14194,0.13809,0.14057,18722270
1617771600000,0.14043,0.14097,0.13557,0.13584,26369389
1617775200000,0.13580,0.13773,0.13508,0.13532,21767404
1617778800000,0.13523,0.13533,0.13232,0.13433,30337277
1617782400000,0.13449,0.13846,0.13328,0.13670,26286099
1617786000000,0.13670,0.13670,0.12872,0.13225,46317745
1617789600000,0.13223,0.13340,0.12680,0.12782,34050131
1617793200000,0.12767,0.13057,0.11811,0.12704,90357754
1617796800000,0.12689,0.13557,0.12279,0.13370,54939397
1617800400000,0.13381,0.13906,0.13318,0.13884,43000704
1617804000000,0.13899,0.15579,0.13594,0.15168,152601865
1617807600000,0.15168,0.16632,0.15163,0.15911,282054104
1617811200000,0.15929,0.16931,0.15605,0.16327,164829035
1617814800000,0.16327,0.16509,0.14718,0.14941,155743179
1617818400000,0.14942,0.15666,0.14705,0.15017,93272991
1617822000000,0.15038,0.15404,0.14525,0.15317,87000897
1617825600000,0.15320,0.15859,0.14800,0.15846,55576862
1617829200000,0.15826,0.16495,0.15251,0.15969,74807763
1617832800000,0.15963,0.16450,0.15732,0.16240,42164922
1617836400000,0.16243,0.16255,0.15406,0.15563,24905745
1617840000000,0.15563,0.16306,0.15350,0.15996,28039005
1617843600000,0.16011,0.16900,0.15953,0.16380,39838769
1617847200000,0.16378,0.17570,0.16378,0.17244,95858031
1617850800000,0.17245,0.17395,0.16608,0.17135,38214657
1617854400000,0.17141,0.17707,0.17000,0.17123,39133338
1617858000000,0.17102,0.17125,0.16410,0.16574,37726341
1617861600000,0.16574,0.17180,0.16564,0.16756,37357530
1617865200000,0.16756,0.17009,0.16515,0.16982,32096591
1617868800000,0.16983,0.17244,0.16402,0.16600,42522122
1617872400000,0.16603,0.16650,0.16053,0.16122,33948374
1617876000000,0.16129,0.16361,0.15826,0.16286,42119948
1617879600000,0.16285,0.16411,0.15980,0.16078,25340573
1617883200000,0.16075,0.16518,0.15959,0.16148,29293190
